InvoiceID,InvoiceDate,DueDate,PaymentDate,CustomerID,CustomerName,Region,Country,City,Segment,PaymentTerms,SalesRepID,SalesRepName,InvoiceAmount,AmountReceived,OutstandingAmount,PaymentStatus,DaysToPay,DaysOverdue,AgingBucket,AgingBucketSort
AR-202408-00129,2024-08-29,2024-10-13,2024-10-25,CUST0871,Aspen Partners,Africa,South Africa,Johannesburg,Mid-Market,Net 45,REP051,Ben Dubois,3766.33,3766.33,0.0,Paid,57.0,0,Current,1
AR-202410-00130,2024-10-17,2024-11-01,2024-11-22,CUST1447,Summit Partners,Europe,Spain,Madrid,SME,Net 15,REP027,Tunde Campbell,16111.24,16111.24,0.0,Paid,36.0,0,Current,1
AR-202508-00131,2025-08-14,2025-09-13,,CUST0200,Nova Enterprises,Europe,Spain,Madrid,Mid-Market,Net 30,REP021,Ella Hughes,8976.4,0.0,8976.4,Overdue,,17,1-30,2
AR-202401-00132,2024-01-06,2024-03-06,,CUST0471,Xenon Industries,UK,England,Manchester,SME,Net 60,REP048,Ella Garcia,18163.76,0.0,18163.76,Overdue,,573,90+,5
AR-202508-00133,2025-08-27,2025-10-11,2025-10-13,CUST0251,Orion Logistics,Africa,Kenya,Nairobi,Mid-Market,Net 45,REP035,Priya Lee,3146.81,3146.81,0.0,Paid,47.0,0,Current,1
AR-202506-00134,2025-06-11,2025-07-11,2025-07-11,CUST0351,Orion Logistics,UK,England,Leeds,Mid-Market,Net 30,REP005,Sara Chen,18859.94,18859.94,0.0,Paid,30.0,0,Current,1
AR-202507-00135,2025-07-26,2025-09-09,,CUST1002,Epsilon Industries,Europe,Spain,Madrid,Enterprise,Net 45,REP027,Tunde Campbell,23722.02,0.0,23722.02,Overdue,,21,1-30,2
AR-202402-00136,2024-02-19,2024-03-20,,CUST1053,Alpha Trading,UK,England,Birmingham,SME,Net 30,REP047,Priya Baker,24607.78,0.0,24607.78,Overdue,,559,90+,5
AR-202507-00137,2025-07-12,2025-08-11,2025-09-12,CUST0953,Umbra Holdings,UK,England,London,SME,Net 30,REP060,Liam Campbell,7461.54,7461.54,0.0,Paid,62.0,0,Current,1
AR-202506-00138,2025-06-21,2025-08-05,2025-08-08,CUST0486,Alpha Holdings,Africa,Nigeria,Abuja,Mid-Market,Net 45,REP049,Tunde Hughes,11228.7,11228.7,0.0,Paid,48.0,0,Current,1
AR-202401-00139,2024-01-26,2024-02-25,2024-02-25,CUST0849,Willow Trading,Europe,France,Paris,Mid-Market,Net 30,REP034,Ola Patel,5477.65,5477.65,0.0,Paid,30.0,0,Current,1
AR-202402-00140,2024-02-05,2024-03-06,2024-03-08,CUST0273,Orion Industries,UK,England,Manchester,SME,Net 30,REP016,Femi Okoye,532.59,532.59,0.0,Paid,32.0,0,Current,1
AR-202506-00141,2025-06-20,2025-08-04,,CUST1134,Summit Supplies,Europe,Italy,Rome,Mid-Market,Net 45,REP042,Julia Dubois,22598.8,0.0,22598.8,Overdue,,57,31-60,3
AR-202507-00142,2025-07-01,2025-08-15,2025-08-16,CUST0313,Beta Retailers,Europe,France,Paris,Mid-Market,Net 45,REP013,Ella Davis,5630.67,5630.67,0.0,Paid,46.0,0,Current,1
AR-202405-00143,2024-05-15,2024-06-14,2024-06-14,CUST1037,Alpha Holdings,Africa,Nigeria,Lagos,Enterprise,Net 30,REP011,Maya Williams,13661.57,13661.57,0.0,Paid,30.0,0,Current,1
AR-202406-00144,2024-06-09,2024-08-08,,CUST0473,Delta Retailers,Europe,Spain,Madrid,Mid-Market,Net 60,REP036,Ella Baker,16578.96,0.0,16578.96,Overdue,,418,90+,5
AR-202412-00145,2024-12-18,2025-02-01,,CUST1043,Xenon Group,Europe,Italy,Rome,SME,Net 45,REP027,Tunde Campbell,5205.02,0.0,5205.02,Overdue,,241,90+,5
AR-202408-00146,2024-08-04,2024-09-18,2024-09-18,CUST0268,Orion Partners,UK,Scotland,Glasgow,Mid-Market,Net 45,REP043,Ravi Nguyen,20328.02,20328.02,0.0,Paid,45.0,0,Current,1
AR-202409-00147,2024-09-23,2024-10-23,2024-10-23,CUST1304,Beta Enterprises,Europe,Germany,Berlin,SME,Net 30,REP036,Ella Baker,5672.34,5672.34,0.0,Paid,30.0,0,Current,1
AR-202509-00148,2025-09-06,2025-10-06,2025-10-09,CUST1351,Alpha Enterprises,Europe,Spain,Madrid,SME,Net 30,REP006,Priya Brown,20451.5,20451.5,0.0,Paid,33.0,0,Current,1
AR-202501-00149,2025-01-30,2025-03-01,,CUST0177,Vertex Enterprises,Africa,Nigeria,Lagos,Mid-Market,Net 30,REP039,Julia Singh,17074.98,0.0,17074.98,Overdue,,213,90+,5
AR-202505-00150,2025-05-27,2025-06-26,,CUST0772,Delta Retailers,UK,Scotland,Glasgow,SME,Net 30,REP050,Ella Khan,3587.37,0.0,3587.37,Overdue,,96,90+,5
AR-202401-00151,2024-01-26,2024-03-26,,CUST0190,Harbor Supplies,Africa,Nigeria,Lagos,Mid-Market,Net 60,REP039,Julia Singh,21713.91,0.0,21713.91,Overdue,,553,90+,5
AR-202406-00152,2024-06-27,2024-07-27,2024-07-26,CUST1404,Maple Supplies,UK,England,Birmingham,Mid-Market,Net 30,REP060,Liam Campbell,18254.01,18254.01,0.0,Paid,29.0,0,Current,1
AR-202412-00153,2024-12-13,2025-01-12,,CUST1305,Delta Retailers,Africa,South Africa,Cape Town,Mid-Market,Net 30,REP009,Ike Okoye,16997.57,0.0,16997.57,Overdue,,261,90+,5
AR-202504-00154,2025-04-11,2025-04-26,2025-04-26,CUST0754,Aspen Group,UK,England,Manchester,SME,Net 15,REP004,Chinwe Ahmed,14261.26,14261.26,0.0,Paid,15.0,0,Current,1
AR-202404-00155,2024-04-15,2024-05-15,2024-06-20,CUST1313,Radiant Supplies,Europe,Germany,Berlin,SME,Net 30,REP018,Liam Khan,22553.66,22553.66,0.0,Paid,66.0,0,Current,1
AR-202408-00156,2024-08-02,2024-10-01,2024-11-15,CUST0918,Aspen Trading,Africa,South Africa,Cape Town,Mid-Market,Net 60,REP011,Maya Williams,23445.47,23445.47,0.0,Paid,105.0,0,Current,1
AR-202402-00157,2024-02-05,2024-02-20,2024-03-22,CUST1312,Radiant Logistics,Africa,South Africa,Cape Town,Mid-Market,Net 15,REP051,Ben Dubois,11586.63,11586.63,0.0,Paid,46.0,0,Current,1
AR-202404-00158,2024-04-21,2024-05-21,2024-06-27,CUST0812,Radiant Supplies,Europe,Italy,Rome,Enterprise,Net 30,REP027,Tunde Campbell,12953.72,12953.72,0.0,Paid,67.0,0,Current,1
AR-202507-00159,2025-07-28,2025-08-27,2025-08-27,CUST1437,Terra Industries,Africa,South Africa,Johannesburg,SME,Net 30,REP049,Tunde Hughes,22097.46,22097.46,0.0,Paid,30.0,0,Current,1
AR-202402-00160,2024-02-14,2024-02-29,,CUST0950,Vertex Solutions,UK,England,London,SME,Net 15,REP032,Sara Garcia,22707.5,0.0,22707.5,Overdue,,579,90+,5
AR-202508-00161,2025-08-20,2025-10-19,2025-11-27,CUST0667,Quantum Group,Africa,Kenya,Nairobi,SME,Net 60,REP019,Ben Campbell,12946.24,12946.24,0.0,Paid,99.0,0,Current,1
AR-202403-00162,2024-03-25,2024-05-09,2024-05-02,CUST1095,Radiant Group,Africa,South Africa,Johannesburg,SME,Net 45,REP028,Ike Brown,11513.0,11513.0,0.0,Paid,38.0,0,Current,1
AR-202508-00163,2025-08-03,2025-09-17,2025-09-13,CUST0387,Nova Trading,Africa,Nigeria,Abuja,SME,Net 45,REP020,Hannah Lee,24731.31,24731.31,0.0,Paid,41.0,0,Current,1
AR-202412-00164,2024-12-05,2025-01-04,,CUST0312,Radiant Partners,Europe,Germany,Berlin,Mid-Market,Net 30,REP034,Ola Patel,283.55,0.0,283.55,Overdue,,269,90+,5
AR-202504-00165,2025-04-21,2025-05-21,2025-06-17,CUST1275,Xenon Logistics,UK,Scotland,Glasgow,SME,Net 30,REP025,Ada Davis,17705.57,6477.72,11227.85,Overdue,57.0,132,90+,5
AR-202408-00166,2024-08-03,2024-09-02,2024-09-29,CUST1279,Nova Group,UK,England,London,Mid-Market,Net 30,REP048,Ella Garcia,19875.73,19875.73,0.0,Paid,57.0,0,Current,1
AR-202408-00167,2024-08-27,2024-09-26,2024-09-25,CUST0184,Vertex Enterprises,Africa,South Africa,Johannesburg,SME,Net 30,REP039,Julia Singh,12815.67,12815.67,0.0,Paid,29.0,0,Current,1
AR-202405-00168,2024-05-06,2024-06-20,,CUST1008,Terra Trading,Europe,Netherlands,Amsterdam,SME,Net 45,REP058,Ike Okoye,2900.1,0.0,2900.1,Overdue,,467,90+,5
AR-202504-00169,2025-04-02,2025-05-02,2025-05-01,CUST1262,Epsilon Logistics,UK,England,Leeds,SME,Net 30,REP005,Sara Chen,10458.72,10458.72,0.0,Paid,29.0,0,Current,1
AR-202505-00170,2025-05-18,2025-06-17,2025-06-18,CUST0107,Alpha Logistics,Europe,Spain,Madrid,Mid-Market,Net 30,REP024,David Rossi,8062.57,8062.57,0.0,Paid,31.0,0,Current,1
AR-202507-00171,2025-07-27,2025-08-26,2025-09-20,CUST1413,Beta Industries,Africa,South Africa,Cape Town,SME,Net 30,REP049,Tunde Hughes,22381.15,22381.15,0.0,Paid,55.0,0,Current,1
AR-202404-00172,2024-04-18,2024-05-18,,CUST1078,Cedar Industries,Europe,France,Paris,SME,Net 30,REP033,Ravi Okoye,20512.96,0.0,20512.96,Overdue,,500,90+,5
AR-202406-00173,2024-06-23,2024-08-07,2024-08-03,CUST1388,Beta Industries,Africa,Nigeria,Abuja,SME,Net 45,REP028,Ike Brown,23745.01,23745.01,0.0,Paid,41.0,0,Current,1
AR-202509-00174,2025-09-18,2025-10-18,2025-10-18,CUST0788,Willow Partners,UK,England,Manchester,Enterprise,Net 30,REP003,Noah Muller,20902.5,5657.87,15244.63,Partially Paid,30.0,0,Current,1
AR-202503-00175,2025-03-17,2025-05-01,2025-05-03,CUST0463,Orion Group,UK,England,London,SME,Net 45,REP031,Kemi Nguyen,22427.0,22427.0,0.0,Paid,47.0,0,Current,1
AR-202505-00176,2025-05-25,2025-06-24,2025-07-20,CUST0857,Alpha Logistics,Africa,Kenya,Nairobi,SME,Net 30,REP057,Ola Garcia,12519.65,8843.04,3676.61,Overdue,56.0,98,90+,5
AR-202406-00177,2024-06-17,2024-07-17,2024-07-18,CUST1311,Nova Logistics,Europe,Germany,Berlin,SME,Net 30,REP042,Julia Dubois,23108.79,23108.79,0.0,Paid,31.0,0,Current,1
AR-202505-00178,2025-05-13,2025-06-27,2025-07-03,CUST0141,Vertex Trading,Europe,France,Paris,SME,Net 45,REP017,Tunde Williams,24163.52,17330.87,6832.65,Overdue,51.0,95,90+,5
AR-202402-00179,2024-02-25,2024-03-26,2024-03-26,CUST1024,Nova Holdings,UK,England,Leeds,Enterprise,Net 30,REP025,Ada Davis,21811.11,21811.11,0.0,Paid,30.0,0,Current,1
AR-202507-00180,2025-07-21,2025-09-04,,CUST0764,Epsilon Holdings,Europe,France,Paris,Mid-Market,Net 45,REP018,Liam Khan,8233.24,0.0,8233.24,Overdue,,26,1-30,2
AR-202404-00181,2024-04-12,2024-05-27,2024-05-27,CUST0818,Willow Retailers,UK,England,Leeds,Mid-Market,Net 45,REP043,Ravi Nguyen,623.89,623.89,0.0,Paid,45.0,0,Current,1
AR-202406-00182,2024-06-07,2024-06-22,2024-06-25,CUST0941,Summit Solutions,Europe,Italy,Rome,Enterprise,Net 15,REP058,Ike Okoye,14256.14,14256.14,0.0,Paid,18.0,0,Current,1
AR-202404-00183,2024-04-18,2024-05-18,2024-05-28,CUST1381,Beta Trading,Africa,South Africa,Johannesburg,SME,Net 30,REP039,Julia Singh,23588.67,23588.67,0.0,Paid,40.0,0,Current,1
AR-202408-00184,2024-08-25,2024-09-09,2024-09-09,CUST0231,Orion Industries,Europe,France,Paris,SME,Net 15,REP013,Ella Davis,16077.17,16077.17,0.0,Paid,15.0,0,Current,1
AR-202401-00185,2024-01-29,2024-03-14,2024-03-15,CUST1043,Xenon Group,Europe,Italy,Rome,SME,Net 45,REP041,Quinn Dubois,16668.92,16668.92,0.0,Paid,46.0,0,Current,1
AR-202502-00186,2025-02-06,2025-03-08,2025-03-11,CUST0122,Alpha Partners,Europe,Spain,Madrid,Enterprise,Net 30,REP014,Sara Nguyen,22445.42,22445.42,0.0,Paid,33.0,0,Current,1
AR-202412-00187,2024-12-19,2025-02-17,,CUST0391,Terra Retailers,Africa,South Africa,Cape Town,SME,Net 60,REP028,Ike Brown,18730.3,0.0,18730.3,Overdue,,225,90+,5
AR-202404-00188,2024-04-18,2024-06-02,2024-07-07,CUST0770,Orion Partners,UK,England,Leeds,SME,Net 45,REP008,Ike Baker,24909.72,24909.72,0.0,Paid,80.0,0,Current,1
AR-202502-00189,2025-02-13,2025-03-30,2025-05-03,CUST0230,River Holdings,UK,England,London,SME,Net 45,REP008,Ike Baker,486.61,486.61,0.0,Paid,79.0,0,Current,1
AR-202502-00190,2025-02-23,2025-03-25,2025-04-13,CUST0917,Harbor Trading,Europe,Germany,Berlin,SME,Net 30,REP033,Ravi Okoye,12967.89,12967.89,0.0,Paid,49.0,0,Current,1
AR-202505-00191,2025-05-17,2025-07-01,,CUST0660,Terra Industries,Africa,South Africa,Cape Town,SME,Net 45,REP035,Priya Lee,8857.45,0.0,8857.45,Overdue,,91,90+,5
AR-202412-00192,2024-12-04,2025-01-18,2025-01-20,CUST0675,Harbor Retailers,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,REP034,Ola Patel,24078.71,24078.71,0.0,Paid,47.0,0,Current,1
AR-202408-00193,2024-08-09,2024-09-08,2024-09-01,CUST0929,Willow Holdings,Europe,Spain,Madrid,Enterprise,Net 30,REP034,Ola Patel,15973.39,15973.39,0.0,Paid,23.0,0,Current,1
AR-202503-00194,2025-03-11,2025-04-25,2025-05-15,CUST1121,Nova Enterprises,Europe,France,Paris,SME,Net 45,REP029,Hannah Baker,16020.8,5488.65,10532.15,Overdue,65.0,158,90+,5
AR-202503-00195,2025-03-27,2025-04-26,2025-04-29,CUST1007,Nova Enterprises,Europe,Italy,Rome,Mid-Market,Net 30,REP041,Quinn Dubois,2592.96,2592.96,0.0,Paid,33.0,0,Current,1
AR-202503-00196,2025-03-15,2025-04-29,2025-04-23,CUST1083,Radiant Enterprises,UK,England,London,SME,Net 45,REP048,Ella Garcia,10974.82,10974.82,0.0,Paid,39.0,0,Current,1
AR-202406-00197,2024-06-12,2024-08-11,2024-08-29,CUST0601,Vertex Supplies,UK,England,Birmingham,SME,Net 60,REP047,Priya Baker,1956.76,1956.76,0.0,Paid,78.0,0,Current,1
AR-202509-00198,2025-09-27,2025-10-27,2025-12-03,CUST0707,Radiant Logistics,Europe,France,Paris,SME,Net 30,REP026,Maya Campbell,10587.41,10587.41,0.0,Paid,67.0,0,Current,1
AR-202405-00199,2024-05-20,2024-06-04,2024-07-18,CUST0792,Harbor Industries,Europe,Netherlands,Amsterdam,Mid-Market,Net 15,REP014,Sara Nguyen,9798.56,9798.56,0.0,Paid,59.0,0,Current,1
AR-202506-00200,2025-06-17,2025-08-16,2025-08-16,CUST1481,Orion Partners,UK,England,London,SME,Net 60,REP004,Chinwe Ahmed,13992.45,13992.45,0.0,Paid,60.0,0,Current,1
AR-202405-00201,2024-05-27,2024-07-11,2024-07-13,CUST1251,Beta Trading,UK,England,London,Mid-Market,Net 45,REP043,Ravi Nguyen,8308.22,8308.22,0.0,Paid,47.0,0,Current,1
AR-202412-00202,2024-12-07,2025-01-06,,CUST0724,Maple Partners,UK,England,London,SME,Net 30,REP015,David Muller,16775.46,0.0,16775.46,Overdue,,267,90+,5
AR-202409-00203,2024-09-25,2024-10-25,2024-10-26,CUST0075,River Enterprises,Africa,Kenya,Nairobi,SME,Net 30,REP012,Ada Ahmed,22800.96,22800.96,0.0,Paid,31.0,0,Current,1
AR-202507-00204,2025-07-10,2025-09-08,2025-09-10,CUST0154,Pioneer Trading,Africa,South Africa,Cape Town,Enterprise,Net 60,REP039,Julia Singh,17115.95,17115.95,0.0,Paid,62.0,0,Current,1
AR-202503-00205,2025-03-23,2025-04-22,2025-04-24,CUST0917,Harbor Trading,Europe,Germany,Berlin,SME,Net 30,REP058,Ike Okoye,20491.53,20491.53,0.0,Paid,32.0,0,Current,1
AR-202401-00206,2024-01-06,2024-02-05,2024-02-05,CUST1296,Aspen Trading,UK,England,Manchester,SME,Net 30,REP031,Kemi Nguyen,5701.41,5701.41,0.0,Paid,30.0,0,Current,1
AR-202408-00207,2024-08-02,2024-09-01,2024-09-23,CUST1272,Epsilon Retailers,Africa,South Africa,Johannesburg,SME,Net 30,REP019,Ben Campbell,4818.91,4818.91,0.0,Paid,52.0,0,Current,1
AR-202503-00208,2025-03-16,2025-04-15,2025-04-17,CUST1299,Quantum Logistics,Europe,Spain,Madrid,SME,Net 30,REP021,Ella Hughes,9635.31,9635.31,0.0,Paid,32.0,0,Current,1
AR-202408-00209,2024-08-04,2024-09-18,,CUST1201,Xenon Trading,Europe,Spain,Madrid,SME,Net 45,REP013,Ella Davis,14065.97,0.0,14065.97,Overdue,,377,90+,5
AR-202410-00210,2024-10-29,2024-11-13,2024-11-11,CUST0896,Alpha Solutions,Europe,Netherlands,Amsterdam,Mid-Market,Net 15,REP030,Ben Hughes,21204.48,21204.48,0.0,Paid,13.0,0,Current,1
AR-202411-00211,2024-11-02,2024-12-02,2024-11-28,CUST0519,Quantum Solutions,Europe,Germany,Berlin,SME,Net 30,REP053,Julia Lee,8265.15,8265.15,0.0,Paid,26.0,0,Current,1
AR-202505-00212,2025-05-27,2025-06-26,2025-06-28,CUST0866,Xenon Retailers,UK,England,Manchester,Mid-Market,Net 30,REP015,David Muller,5308.22,5308.22,0.0,Paid,32.0,0,Current,1
AR-202501-00213,2025-01-30,2025-03-01,2025-03-28,CUST1052,Terra Supplies,Africa,South Africa,Cape Town,SME,Net 30,REP051,Ben Dubois,7281.16,7281.16,0.0,Paid,57.0,0,Current,1
AR-202405-00214,2024-05-13,2024-06-27,2024-06-26,CUST0845,Alpha Logistics,Africa,South Africa,Johannesburg,Mid-Market,Net 45,REP045,Chinwe Nguyen,3588.16,3588.16,0.0,Paid,44.0,0,Current,1
AR-202409-00215,2024-09-25,2024-10-10,2024-10-31,CUST0429,Vertex Supplies,Africa,South Africa,Johannesburg,SME,Net 15,REP039,Julia Singh,18358.51,11833.43,6525.08,Overdue,36.0,355,90+,5
AR-202401-00216,2024-01-04,2024-02-03,2024-02-15,CUST1059,Cedar Group,Africa,South Africa,Johannesburg,Enterprise,Net 30,REP055,Ike Williams,4975.78,4975.78,0.0,Paid,42.0,0,Current,1
AR-202401-00217,2024-01-09,2024-03-09,2024-04-23,CUST1152,Harbor Logistics,UK,England,Manchester,Mid-Market,Net 60,REP016,Femi Okoye,9750.53,9750.53,0.0,Paid,105.0,0,Current,1
AR-202406-00218,2024-06-21,2024-07-21,,CUST0077,Vertex Solutions,Europe,Netherlands,Amsterdam,SME,Net 30,REP034,Ola Patel,17011.7,0.0,17011.7,Overdue,,436,90+,5
AR-202401-00219,2024-01-24,2024-02-08,2024-03-18,CUST0326,Quantum Holdings,Africa,Kenya,Nairobi,Mid-Market,Net 15,REP049,Tunde Hughes,11101.85,11101.85,0.0,Paid,54.0,0,Current,1
AR-202509-00220,2025-09-07,2025-09-22,2025-09-24,CUST1378,Alpha Supplies,UK,England,Leeds,Mid-Market,Net 15,REP005,Sara Chen,613.36,613.36,0.0,Paid,17.0,0,Current,1
AR-202506-00221,2025-06-25,2025-07-25,2025-08-24,CUST0609,Aspen Group,Africa,Kenya,Nairobi,Mid-Market,Net 30,REP037,Maya Patel,12324.98,12324.98,0.0,Paid,60.0,0,Current,1
AR-202407-00222,2024-07-08,2024-07-23,2024-08-28,CUST0440,Terra Solutions,UK,England,Manchester,SME,Net 15,REP016,Femi Okoye,14115.21,14115.21,0.0,Paid,51.0,0,Current,1
AR-202501-00223,2025-01-07,2025-02-06,2025-02-09,CUST0639,Nova Supplies,Europe,Spain,Madrid,Mid-Market,Net 30,REP034,Ola Patel,450.88,450.88,0.0,Paid,33.0,0,Current,1
AR-202502-00224,2025-02-15,2025-03-17,2025-03-18,CUST1168,Aspen Holdings,Europe,Spain,Madrid,SME,Net 30,REP053,Julia Lee,12405.28,12405.28,0.0,Paid,31.0,0,Current,1
AR-202403-00225,2024-03-05,2024-03-20,2024-03-22,CUST0296,Pioneer Partners,Africa,Nigeria,Lagos,Mid-Market,Net 15,REP057,Ola Garcia,9201.9,7199.39,2002.51,Overdue,17.0,559,90+,5
AR-202405-00226,2024-05-03,2024-06-17,2024-07-13,CUST1055,Terra Logistics,Africa,Nigeria,Abuja,SME,Net 45,REP057,Ola Garcia,6230.64,6230.64,0.0,Paid,71.0,0,Current,1
AR-202403-00227,2024-03-04,2024-04-03,2024-04-05,CUST1401,Maple Logistics,UK,England,Manchester,SME,Net 30,REP056,Priya Khan,11082.21,11082.21,0.0,Paid,32.0,0,Current,1
AR-202503-00228,2025-03-28,2025-05-12,2025-05-19,CUST0553,Harbor Logistics,Africa,South Africa,Johannesburg,Mid-Market,Net 45,REP055,Ike Williams,8462.29,5935.04,2527.25,Overdue,52.0,141,90+,5
AR-202410-00229,2024-10-11,2024-10-26,2024-11-24,CUST1476,Maple Holdings,UK,England,Leeds,Mid-Market,Net 15,REP002,Ike Khan,20246.83,8453.01,11793.82,Overdue,44.0,339,90+,5
AR-202504-00230,2025-04-24,2025-05-24,2025-06-02,CUST0049,Quantum Industries,Europe,Italy,Rome,Mid-Market,Net 30,REP026,Maya Campbell,23840.86,23840.86,0.0,Paid,39.0,0,Current,1
AR-202404-00231,2024-04-30,2024-06-29,2024-07-01,CUST0530,Aspen Solutions,Africa,Kenya,Nairobi,SME,Net 60,REP011,Maya Williams,13953.62,13953.62,0.0,Paid,62.0,0,Current,1
AR-202401-00232,2024-01-04,2024-02-03,2024-03-17,CUST0590,Orion Solutions,Europe,Spain,Madrid,SME,Net 30,REP018,Liam Khan,23453.4,23453.4,0.0,Paid,73.0,0,Current,1
AR-202401-00233,2024-01-24,2024-03-24,,CUST0771,Terra Enterprises,Europe,Spain,Madrid,Mid-Market,Net 60,REP021,Ella Hughes,7803.34,0.0,7803.34,Overdue,,555,90+,5
AR-202402-00234,2024-02-09,2024-04-09,2024-04-10,CUST0086,Cedar Supplies,Europe,France,Paris,Mid-Market,Net 60,REP029,Hannah Baker,2008.38,2008.38,0.0,Paid,61.0,0,Current,1
AR-202410-00235,2024-10-23,2024-12-07,2025-01-01,CUST0961,Pioneer Holdings,Europe,France,Paris,SME,Net 45,REP042,Julia Dubois,13829.89,9487.93,4341.96,Overdue,70.0,297,90+,5
AR-202410-00236,2024-10-27,2024-11-26,2024-11-29,CUST0415,Epsilon Partners,UK,England,Leeds,Mid-Market,Net 30,REP032,Sara Garcia,12191.24,12191.24,0.0,Paid,33.0,0,Current,1
AR-202409-00237,2024-09-28,2024-10-13,2024-10-16,CUST0792,Harbor Industries,Europe,Netherlands,Amsterdam,Mid-Market,Net 15,REP014,Sara Nguyen,20903.84,20903.84,0.0,Paid,18.0,0,Current,1
AR-202503-00238,2025-03-12,2025-03-27,2025-03-27,CUST1488,Xenon Holdings,Europe,France,Paris,Mid-Market,Net 15,REP034,Ola Patel,11470.14,11470.14,0.0,Paid,15.0,0,Current,1
AR-202502-00239,2025-02-22,2025-04-23,2025-04-23,CUST1470,Epsilon Group,Europe,Germany,Berlin,SME,Net 60,REP044,Liam Smith,19425.29,19425.29,0.0,Paid,60.0,0,Current,1
AR-202410-00240,2024-10-29,2024-11-28,,CUST0362,Orion Industries,Africa,South Africa,Cape Town,Mid-Market,Net 30,REP049,Tunde Hughes,1474.25,0.0,1474.25,Overdue,,306,90+,5
AR-202402-00241,2024-02-16,2024-03-17,2024-03-28,CUST0906,Terra Trading,Europe,Spain,Madrid,SME,Net 30,REP014,Sara Nguyen,23597.42,23597.42,0.0,Paid,41.0,0,Current,1
AR-202405-00242,2024-05-16,2024-06-15,2024-06-18,CUST0281,Nova Partners,Africa,South Africa,Johannesburg,Enterprise,Net 30,REP001,Ravi Ahmed,4687.56,4687.56,0.0,Paid,33.0,0,Current,1
AR-202507-00243,2025-07-31,2025-08-30,2025-09-02,CUST0804,Xenon Partners,UK,Scotland,Glasgow,SME,Net 30,REP043,Ravi Nguyen,14341.18,14341.18,0.0,Paid,33.0,0,Current,1
AR-202502-00244,2025-02-08,2025-02-23,,CUST0231,Orion Industries,Europe,France,Paris,SME,Net 15,REP006,Priya Brown,1433.83,0.0,1433.83,Overdue,,219,90+,5
AR-202503-00245,2025-03-20,2025-05-04,2025-05-05,CUST1295,Alpha Industries,UK,England,Birmingham,Mid-Market,Net 45,REP060,Liam Campbell,5121.28,5121.28,0.0,Paid,46.0,0,Current,1
AR-202503-00246,2025-03-06,2025-05-05,2025-05-08,CUST0957,Summit Group,UK,England,Manchester,SME,Net 60,REP016,Femi Okoye,21868.9,21868.9,0.0,Paid,63.0,0,Current,1
AR-202406-00247,2024-06-29,2024-07-29,2024-07-30,CUST0589,Cedar Partners,Europe,Germany,Berlin,SME,Net 30,REP013,Ella Davis,3075.65,3075.65,0.0,Paid,31.0,0,Current,1
AR-202404-00248,2024-04-28,2024-05-28,2024-05-31,CUST0758,Pioneer Logistics,Africa,Nigeria,Abuja,Mid-Market,Net 30,REP012,Ada Ahmed,17496.95,17496.95,0.0,Paid,33.0,0,Current,1
AR-202406-00249,2024-06-14,2024-07-29,2024-07-31,CUST1291,Alpha Retailers,Europe,France,Paris,Mid-Market,Net 45,REP006,Priya Brown,789.93,789.93,0.0,Paid,47.0,0,Current,1
AR-202505-00250,2025-05-12,2025-06-11,2025-06-08,CUST1001,Vertex Industries,Europe,France,Paris,SME,Net 30,REP024,David Rossi,4055.08,4055.08,0.0,Paid,27.0,0,Current,1
AR-202402-00251,2024-02-24,2024-04-24,2024-05-18,CUST1128,Aspen Logistics,UK,England,London,Enterprise,Net 60,REP054,Kemi Ahmed,19077.03,19077.03,0.0,Paid,84.0,0,Current,1
AR-202508-00252,2025-08-03,2025-10-02,2025-11-16,CUST0509,Umbra Holdings,UK,England,Birmingham,Enterprise,Net 60,REP050,Ella Khan,2315.74,2315.74,0.0,Paid,105.0,0,Current,1
AR-202405-00253,2024-05-30,2024-06-29,2024-07-16,CUST1333,Terra Holdings,UK,England,Birmingham,Enterprise,Net 30,REP016,Femi Okoye,5529.02,3877.8,1651.22,Overdue,47.0,458,90+,5
AR-202506-00254,2025-06-15,2025-07-15,2025-07-17,CUST0981,River Enterprises,Africa,Nigeria,Lagos,SME,Net 30,REP020,Hannah Lee,6431.22,6431.22,0.0,Paid,32.0,0,Current,1
AR-202407-00255,2024-07-01,2024-07-31,2024-08-08,CUST0213,Summit Holdings,Africa,Kenya,Nairobi,SME,Net 30,REP049,Tunde Hughes,4678.76,3562.66,1116.1,Overdue,38.0,426,90+,5
AR-202409-00256,2024-09-25,2024-10-25,,CUST1309,Quantum Trading,UK,Scotland,Glasgow,SME,Net 30,REP054,Kemi Ahmed,16475.96,0.0,16475.96,Overdue,,340,90+,5
AR-202407-00257,2024-07-21,2024-08-20,2024-08-22,CUST1474,Terra Enterprises,Europe,Germany,Berlin,Mid-Market,Net 30,REP018,Liam Khan,14679.45,14679.45,0.0,Paid,32.0,0,Current,1
AR-202403-00258,2024-03-30,2024-04-29,2024-04-29,CUST1380,Maple Supplies,Europe,Spain,Madrid,SME,Net 30,REP014,Sara Nguyen,11735.42,11735.42,0.0,Paid,30.0,0,Current,1
